Nome,Categoria,Unità di riferimento,"Energia, kilojoules (kJ)","Energia, calorie (kcal)","Lipidi, totali (g)","Acidi grassi, saturi (g)","Acidi grassi, monoinsaturi (g)","Acidi grassi, polinsaturi (g)",Colesterolo (mg),"Glucidi, disponibili (g)",Zuccheri (g),Amido (g),Fibra alimentare (g),Proteine (g),Sale (NaCl) (g),Alcool (g),Acqua (g),"Attività di vitamina A, RE (µg-RE)","Attività di vitamina A, RAE (µg-RE)",Retinolo (µg),Attività di beta-carotene (µg-BCE),Beta-carotene (µg),Vitamina B1 (tiamina) (mg),Vitamina B2 (riboflavina) (mg),Vitamina B6 (piridossina) (mg),Vitamina B12 (cobalamina) (µg),Niacina (mg),Folati (µg),Acido pantotenico (mg),Vitamina C (acido ascorbico) (mg),Vitamina D (calciferolo) (µg),Potassio (K) (mg),Sodio (Na) (mg),Cloro (Cl) (mg),Calcio (Ca) (mg),Magnesio (Mg) (mg),Fosforo (P) (mg),Ferro (Fe) (mg),Iodio (I) (µg),Zinco (Zn)  (mg),Selenio (Se) (µg)
"Torta di frutta, cotta nel forno, pasta frolla dolce (media)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,899,215,11.7,5.8,3.9,1.2,19,22.5,10.4,11.7,3.4,3.3,0.1,0.0,59.3,54,50,46,48,48,0.04,0.05,0.05,0.05,0.28,10.0,0.4,12.1,0.1,170.0,42.0,81.0,32.0,16.0,51.0,0.5,2.1,0.3,0.0
"Torta di frutta, pasta per torta (media)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,598,143,6.7,3.0,2.5,0.8,18,16.6,6.9,9.0,2.2,3.0,0.2,0.0,71.7,39,23,8,182,182,0.04,0.05,0.05,0.08,0.23,6.0,0.29,4.9,0.1,160.0,89.0,160.0,33.0,13.0,48.0,0.4,3.5,0.3,0.0
"Torta di frutta, pasta sfoglia (media)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,589,141,6.9,3.0,2.6,0.8,18,15.9,6.9,8.3,2.1,2.8,0.3,0.0,72.4,39,23,8,182,182,0.04,0.05,0.03,0.08,0.23,6.1,0.28,4.9,0.1,160.0,110.0,180.0,32.0,10.0,39.0,0.3,3.5,0.2,0.0
Torta di Linz,"Dolciumi/Dolci, torte e cake",per 100 g di parte edibile,1770,424,23.6,9.2,10.4,2.5,97,43.7,25.9,17.7,3.7,7.5,0.2,0.0,20.3,153,145,138,89,89,0.05,0.13,0.07,0.0,0.82,14.0,0.3,0.3,1.0,200.0,70.0,52.0,63.0,45.0,160.0,1.5,3.1,1.0,0.0
"Torta di mele, fatta in casa, cotta nel forno (pasta per torta)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,616,147,6.6,3.0,2.5,0.8,18,18.5,9.4,9.0,1.3,2.6,0.2,0.0,71.0,11,9,8,15,15,0.03,0.04,0.05,0.08,0.1,5.3,0.21,3.9,0.1,120.0,89.0,180.0,18.0,10.0,43.0,0.4,3.4,0.3,1.8
"Torta di mele, fatta in casa, cotta nel forno (pasta sfoglia)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,606,145,6.8,3.0,2.6,0.8,18,17.8,9.4,8.3,1.3,2.4,0.3,0.0,71.8,11,9,8,15,15,0.03,0.04,0.04,0.08,0.1,4.8,0.2,3.9,0.1,110.0,110.0,210.0,17.0,7.5,35.0,0.2,3.4,0.2,1.8
"Torta di mora, fatta in casa (con pasta frolla dolce)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,896,215,11.7,5.7,3.9,1.2,19,22.3,10.2,11.7,3.6,3.2,0.1,0.0,59.4,58,52,46,73,73,0.04,0.05,0.04,0.05,0.33,11.6,0.28,6.2,0.1,160.0,41.0,82.0,30.0,18.0,47.0,0.5,1.9,0.3,0.0
"Torta di mora, fatta in casa, cotta nel forno (pasta per torta)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,600,144,6.9,3.0,2.6,1.0,18,15.2,5.8,9.0,3.9,3.2,0.2,0.0,71.0,18,13,8,57,57,0.03,0.06,0.04,0.08,0.33,9.3,0.32,5.7,0.1,160.0,89.0,150.0,34.0,19.0,50.0,0.6,3.2,0.4,0.0
"Torta di mora, fatta in casa, cotta nel forno (pasta sfoglia)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,590,141,7.1,3.0,2.7,1.0,18,14.5,5.8,8.3,3.8,3.0,0.3,0.0,71.7,19,14,8,65,57,0.03,0.05,0.02,0.08,0.33,9.4,0.31,5.7,0.1,160.0,110.0,180.0,34.0,17.0,42.0,0.4,3.1,0.3,0.0
Torta di noci engadinese,"Dolciumi/Dolci, torte e cake",per 100 g di parte edibile,2010,481,27.7,10.2,6.2,8.7,62,49.9,30.9,18.2,2.0,7.0,0.0,0.0,14.1,158,153,148,64,64,0.11,0.05,0.06,0.11,0.17,23.6,0.47,0.2,0.4,150.0,15.0,42.0,33.0,30.0,110.0,0.8,4.5,0.8,0.0
"Torta di pera, fatta in casa, cotta nel forno (pasta per torta)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,619,148,6.6,3.0,2.5,0.8,18,18.1,7.8,9.0,2.3,2.8,0.2,0.0,70.3,10,9,8,10,10,0.03,0.04,0.04,0.08,0.17,7.5,0.22,2.4,0.1,120.0,89.0,180.0,19.0,11.0,44.0,0.3,3.2,0.3,1.8
"Torta di pera, fatta in casa, cotta nel forno (pasta sfoglia)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,610,146,6.8,3.0,2.6,0.8,18,17.4,7.8,8.3,2.3,2.6,0.3,0.0,71.0,10,9,8,10,10,0.03,0.04,0.03,0.08,0.16,7.6,0.21,2.4,0.1,120.0,110.0,210.0,18.0,8.7,35.0,0.2,3.1,0.2,1.8
"Torta di prugna susina, fatta in casa, cotta nel forno (pasta per torta)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,589,141,6.5,2.9,2.5,0.7,18,16.7,7.6,9.0,1.9,2.9,0.2,0.0,72.1,22,15,8,84,84,0.04,0.05,0.05,0.08,0.29,4.1,0.25,1.9,0.1,190.0,90.0,140.0,23.0,11.0,49.0,0.6,3.0,0.3,1.9
"Torta di prugna susina, fatta in casa, cotta nel forno (pasta sfoglia)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,580,139,6.7,3.0,2.6,0.7,18,16.0,7.6,8.3,1.9,2.6,0.3,0.0,72.9,22,15,8,84,84,0.04,0.05,0.03,0.08,0.29,4.2,0.24,1.9,0.1,180.0,110.0,170.0,22.0,8.6,40.0,0.4,2.9,0.2,1.9
"Torta di prugna, fatta in casa, cotta nel forno (pasta per torta)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,603,144,6.6,2.9,2.5,0.8,18,17.6,7.6,9.0,1.5,2.9,0.2,0.0,71.6,25,17,8,101,101,0.05,0.06,0.05,0.08,0.32,3.7,0.27,2.8,0.1,140.0,89.0,140.0,20.0,11.0,44.0,0.5,3.8,0.3,1.9
"Torta di prugna, fatta in casa, cotta nel forno (pasta sfoglia)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,594,142,6.8,3.0,2.6,0.8,18,16.9,7.6,8.3,1.4,2.6,0.3,0.0,72.4,25,17,8,103,101,0.04,0.06,0.03,0.08,0.32,3.8,0.26,2.8,0.1,140.0,110.0,170.0,19.0,8.2,36.0,0.3,3.8,0.2,1.9
"Torta di rabarbaro, cotta nel forno (pasta soglia)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,503,121,6.8,3.0,2.6,0.8,18,11.1,2.8,8.3,2.0,2.8,0.3,0.0,77.4,20,14,8,68,68,0.04,0.05,0.04,0.08,0.2,6.9,0.2,6.1,0.1,200.0,110.0,200.0,100.0,12.0,37.0,0.3,4.4,0.3,1.8
"Torta di rabarbaro, fatta in casa, cotta nel forno (pasta per torta)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,513,123,6.6,3.0,2.5,0.8,18,11.8,2.8,9.0,2.1,3.0,0.2,0.0,76.7,20,14,8,68,68,0.04,0.05,0.05,0.08,0.2,6.8,0.2,6.1,0.1,200.0,90.0,180.0,100.0,15.0,46.0,0.5,4.4,0.4,1.8
"Torta di ribes, fatta in casa (avec pasta frolla dolce)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,902,216,11.7,5.8,3.9,1.2,19,22.6,10.6,11.7,3.2,3.5,0.1,0.0,59.2,50,48,46,22,22,0.05,0.05,0.05,0.05,0.23,8.3,0.52,18.0,0.1,180.0,44.0,79.0,34.0,14.0,55.0,0.5,2.3,0.3,0.0
"Torta di ribes, fatta in casa, cotta nel forno (pasta per torta)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,607,145,6.9,3.1,2.5,1.0,18,15.5,6.2,9.0,3.5,3.5,0.2,0.0,70.7,9,9,8,7,7,0.04,0.06,0.05,0.08,0.23,7.0,0.59,16.5,0.1,180.0,92.0,150.0,39.0,14.0,59.0,0.5,3.6,0.3,2.4
"Torta di ribes, fatta in casa, cotta nel forno (pasta sfoglia)","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",per 100 g di parte edibile,598,143,7.1,3.1,2.7,1.0,18,14.8,6.2,8.3,3.4,3.3,0.3,0.0,71.5,9,9,8,7,7,0.04,0.06,0.04,0.08,0.22,7.2,0.58,16.5,0.1,180.0,110.0,170.0,38.0,11.0,50.0,0.4,3.5,0.3,2.3
Torta foresta nera,"Dolciumi/Dolci, torte e cake",per 100 g di parte edibile,1030,248,16.1,9.3,5.0,0.8,88,21.4,12.0,9.4,0.9,3.9,0.1,0.0,56.4,199,185,171,169,169,0.03,0.1,0.04,0.0,0.19,6.0,0.28,0.8,1.0,110.0,51.0,67.0,47.0,13.0,77.0,0.7,5.3,0.5,0.0
Treccia al burro,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",per 100 g di parte edibile,1370,325,11.4,6.5,2.6,0.9,41,45.7,2.9,42.4,2.1,9.0,1.5,0.0,32.5,98,95,91,41,41,0.11,0.13,0.06,0.1,0.5,23.4,0.37,0.3,0.3,180.0,590.0,930.0,49.0,14.0,90.0,0.5,5.4,0.6,2.6
"Treccia al burro, integrale","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",per 100 g di parte edibile,1150,272,6.4,3.2,1.4,1.2,20,40.4,0.9,39.5,7.3,9.5,1.2,0.0,36.9,46,44,42,22,22,0.25,0.15,0.29,0.03,0.67,33.9,0.68,0.0,0.1,270.0,460.0,710.0,22.0,86.0,240.0,3.3,2.6,2.3,3.7
"Trota, cruda",Pesce/Pesci d’acqua dolce,per 100 g di parte edibile,533,127,7.0,1.7,2.2,2.5,0,0.0,0.0,0.0,0.0,16.0,0.1,0.0,75.3,12,12,12,0,0,0.08,0.06,0.54,5.0,0.0,0.0,0.0,0.0,0.0,470.0,40.0,0.0,14.0,30.0,220.0,2.0,14.0,0.4,0.0
"Trota, intera, bollita (senza aggiunta di grassi o sale)",Pesce/Pesci d’acqua dolce,per 100 g di parte edibile,483,116,6.2,1.5,2.0,2.2,0,0.0,0.0,0.0,0.0,15.0,0.1,0.0,78.8,11,11,11,0,0,0.08,0.05,0.47,5.0,0.0,0.0,0.0,0.0,0.0,440.0,43.0,0.0,18.0,32.0,230.0,2.0,15.0,0.6,0.0
"Tuorlo d'uovo, crudo",Uova,per 100 g di parte edibile,1440,349,31.3,8.8,12.0,5.0,1255,0.3,0.2,0.0,0.0,16.4,0.1,0.0,52.7,447,447,447,1,1,0.2,0.59,0.35,3.42,0.04,122.0,4.53,0.0,5.6,120.0,52.0,160.0,140.0,12.0,560.0,5.5,110.0,3.8,48.0
"Uovo di gallina, intero, cotto, sodo",Uova,per 100 g di parte edibile,648,156,10.9,2.9,4.1,1.8,389,0.3,0.3,0.0,0.0,14.0,0.4,0.0,74.7,118,118,118,1,1,0.09,0.26,0.08,1.16,0.04,59.6,2.16,0.0,2.9,150.0,160.0,190.0,46.0,12.0,180.0,1.7,27.0,1.2,26.0
"Uovo di gallina, intero, crudo",Uova,per 100 g di parte edibile,583,140,9.8,2.6,3.7,1.7,350,0.3,0.3,0.0,0.0,12.6,0.4,0.0,76.0,112,112,112,1,1,0.1,0.29,0.09,1.31,0.05,67.0,2.43,0.0,2.8,150.0,150.0,180.0,48.0,12.0,200.0,1.8,39.0,1.2,23.0
"Uovo strapazato alle erbe, preparato",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,585,141,10.0,3.5,3.4,1.4,279,1.9,1.6,0.2,0.4,10.6,0.8,0.0,77.1,168,133,99,416,416,0.08,0.26,0.08,1.0,0.18,49.0,1.61,16.3,2.1,230.0,310.0,440.0,82.0,15.0,180.0,1.9,33.0,1.1,0.0
"Uovo strapazzato ai funghi champignon, preparato",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,529,127,9.0,3.1,3.0,1.3,251,1.5,1.3,0.0,0.4,9.8,0.7,0.0,79.5,90,90,89,8,8,0.08,0.26,0.08,0.9,0.61,36.6,1.71,0.6,2.2,200.0,270.0,390.0,59.0,12.0,170.0,1.4,32.0,1.0,0.0
"Uovo strapazzato al formaggio, preparato",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,651,157,11.6,4.3,3.8,1.5,297,1.3,1.3,0.0,0.0,11.8,0.9,0.0,75.3,116,115,113,12,12,0.07,0.26,0.07,1.12,0.07,39.8,1.69,0.2,2.2,160.0,340.0,490.0,110.0,14.0,210.0,1.5,36.0,1.2,0.0
"Uovo strapazzato al prosciutto, preparato",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,597,143,9.7,3.4,3.3,1.3,268,1.3,1.3,0.0,0.0,12.8,1.0,0.0,76.2,94,94,93,8,8,0.16,0.25,0.11,0.95,0.92,35.2,1.58,9.1,1.9,200.0,420.0,600.0,62.0,14.0,210.0,1.4,31.0,1.3,18.0
"Uovo strapazzato, preparato",Cibi/Altri cibi salati/saporiti,per 100 g di parte edibile,613,147,10.8,3.8,3.7,1.5,303,1.3,1.3,0.0,0.0,11.2,0.8,0.0,76.7,109,108,107,9,9,0.08,0.26,0.07,1.09,0.07,40.6,1.73,0.2,2.3,160.0,330.0,460.0,69.0,13.0,190.0,1.5,35.0,1.1,20.0
"Uva spina, cruda",Frutta/Frutta fresca,per 100 g di parte edibile,163,39,0.2,0.0,0.0,0.1,0,7.1,7.1,0.0,3.0,0.8,0.0,0.0,87.2,12,6,0,74,70,0.02,0.02,0.02,0.0,0.28,16.0,0.19,40.3,0.0,200.0,2.0,0.9,29.0,15.0,30.0,0.6,1.0,0.2,1.3
"Uva, bianca, cruda",Frutta/Frutta fresca,per 100 g di parte edibile,292,69,0.3,0.1,0.0,0.1,0,15.2,14.6,0.0,1.5,0.7,0.0,0.0,81.1,1,1,0,8,8,0.05,0.01,0.04,0.0,0.12,16.3,0.05,2.9,0.0,200.0,2.0,2.0,12.0,7.6,19.0,0.4,1.0,0.0,1.7
"Uvetta, secca ",Frutta/Frutta secca,per 100 g di parte edibile,1360,321,0.9,0.3,0.3,0.2,0,73.2,70.3,0.5,4.2,3.0,0.1,0.0,16.0,0,0,0,3,3,0.11,0.03,0.08,0.0,0.61,4.0,0.12,0.2,0.0,780.0,21.0,10.0,80.0,41.0,110.0,2.3,2.0,0.2,0.6
Vacherin friborghese,Latte e prodotti di latte/Formaggio a pasta dura,per 100 g di parte edibile,1540,370,30.4,18.2,7.1,1.4,91,0.0,0.0,0.0,0.0,23.5,1.5,0.0,42.3,525,513,500,150,150,0.01,0.33,0.09,1.62,0.14,33.2,0.42,0.0,0.4,88.0,600.0,760.0,640.0,25.0,460.0,0.1,27.0,2.7,0.0
"Verdura (media), cruda",Verdure/Verdure fresche,per 100 g di parte edibile,117,28,0.3,0.1,0.0,0.1,0,4.0,3.3,0.2,2.0,1.2,0.0,0.0,92.4,221,110,0,1325,1325,0.05,0.04,0.11,0.0,0.48,40.2,0.23,30.7,0.0,250.0,13.0,38.0,23.0,12.0,30.0,0.3,2.2,0.2,0.0
"Verdura a foglia (media esclusa la lattuga), al vapore (senza aggiunta di grassi o sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,101,24,0.3,0.1,0.0,0.1,0,2.8,2.4,0.2,1.9,1.5,0.0,0.0,94.9,99,49,0,591,591,0.05,0.06,0.11,0.0,0.24,26.5,0.19,19.4,0.0,230.0,15.0,31.0,41.0,17.0,33.0,0.4,2.3,0.2,0.0
"Verdura a foglia (media esclusa la lattuga), cotta (senza aggiunta di grassi o sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,97,23,0.3,0.1,0.0,0.1,0,2.7,2.3,0.2,1.9,1.5,0.0,0.0,93.6,100,50,0,597,597,0.04,0.04,0.09,0.0,0.19,22.3,0.16,14.3,0.0,140.0,14.0,30.0,42.0,12.0,31.0,0.4,2.2,0.2,0.0
"Verdura a foglia (media esclusa la lattuga), stufata (senza aggiunta di grassi o sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,104,25,0.3,0.1,0.0,0.1,0,2.9,2.4,0.2,2.0,1.6,0.0,0.0,93.2,104,52,0,623,623,0.05,0.05,0.11,0.0,0.25,27.9,0.19,19.4,0.0,220.0,17.0,33.0,44.0,17.0,34.0,0.5,2.4,0.2,0.0
"Verdura, tuberi e radici (media), al vapore (senza aggiunta di sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,175,42,0.4,0.1,0.1,0.1,0,7.2,5.7,0.4,2.8,0.9,0.1,0.0,88.5,842,421,0,5051,5051,0.03,0.03,0.08,0.0,0.34,38.2,0.31,6.4,0.0,260.0,28.0,53.0,31.0,8.9,30.0,0.2,1.8,0.2,0.3
"Verdura, tuberi e radici (media), cotta (senza aggiunta di grasso e sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,158,38,0.3,0.1,0.1,0.1,0,6.5,5.1,0.3,2.6,0.8,0.0,0.0,89.6,798,399,0,4785,4785,0.02,0.02,0.06,0.0,0.28,30.1,0.21,4.1,0.0,130.0,18.0,47.0,29.0,5.9,27.0,0.1,1.6,0.2,0.3
"Verdura, tuberi e radici (media), cruda",Verdure/Verdure fresche,per 100 g di parte edibile,166,39,0.3,0.1,0.1,0.1,0,6.9,5.4,0.3,2.7,0.9,0.1,0.0,89.1,842,421,0,5051,5051,0.03,0.03,0.08,0.0,0.39,57.2,0.33,7.4,0.0,270.0,31.0,50.0,29.0,9.4,28.0,0.2,1.7,0.2,0.3
"Verdura, tuberi e radici (media), stufata (senza aggiunta di grasso e sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,151,36,0.3,0.1,0.1,0.1,0,6.3,4.9,0.3,2.5,0.8,0.1,0.0,90.0,743,371,0,4457,4457,0.03,0.02,0.07,0.0,0.31,33.7,0.25,5.1,0.0,210.0,24.0,47.0,28.0,7.5,26.0,0.2,1.6,0.2,0.3
"Vermut, 15 vol%",Bevande alcoliche/Vino,per 100 ml,582,139,0.0,0.0,0.0,0.0,0,13.5,13.5,0.0,0.0,0.1,0.1,12.1,74.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,20.0,0.0,8.0,5.4,6.9,0.5,0.0,0.0,0.0
"Verza, cruda",Verdure/Verdure fresche,per 100 g di parte edibile,129,31,0.3,0.0,0.0,0.2,0,2.9,2.8,0.1,2.6,2.8,0.0,0.0,88.8,10,5,0,58,58,0.09,0.06,0.19,0.0,0.33,53.4,0.29,64.6,0.0,290.0,7.2,27.0,50.0,15.0,48.0,0.5,2.6,0.3,0.1
"Verza, stufata (senza aggiunta di sale)",Verdure/Verdure cotte (incl. conserve),per 100 g di parte edibile,124,30,0.3,0.0,0.0,0.2,0,2.8,2.7,0.1,2.4,2.7,0.0,0.0,91.8,9,4,0,53,53,0.08,0.06,0.16,0.0,0.27,32.4,0.25,35.9,0.0,250.0,6.2,26.0,48.0,14.0,46.0,0.4,2.5,0.3,0.1
Vinaigrette (con olio di colza),Grassi e oli/Salse per insalate,per 100 ml,1050,255,25.2,2.4,14.3,6.7,116,2.1,1.5,0.3,0.6,4.6,0.3,0.0,67.4,38,37,35,16,16,0.04,0.09,0.06,0.35,0.09,25.1,0.69,2.0,0.9,99.0,130.0,62.0,22.0,8.8,68.0,0.7,9.9,0.5,0.0
Vino biancho diluito con acqua frizzante,Bevande alcoliche/Vino,per 100 ml,148,36,0.0,0.0,0.0,0.0,0,0.1,0.1,0.0,0.0,0.1,0.0,5.0,94.9,0,0,0,0,0,0.0,0.01,0.01,0.05,0.05,0.5,0.01,0.0,0.0,48.0,1.5,3.0,8.5,5.5,7.5,0.3,5.0,0.1,0.0
Vino biancho diluito con limonata,Bevande alcoliche/Vino,per 100 ml,228,55,0.0,0.0,0.0,0.0,0,4.8,4.8,0.0,0.0,0.1,0.0,5.0,90.1,0,0,0,0,0,0.0,0.02,0.01,0.05,0.06,0.5,0.01,0.0,0.0,52.0,2.5,8.0,7.5,11.0,8.0,0.4,5.9,0.1,0.0
Vino bianco 12.5 vol%,Bevande alcoliche/Vino,per 100 ml,295,71,0.0,0.0,0.0,0.0,0,0.1,0.1,0.0,0.0,0.2,0.0,10.0,89.0,0,0,0,0,0,0.0,0.01,0.02,0.1,0.1,1.0,0.02,0.0,0.0,95.0,2.0,5.0,10.0,10.0,15.0,0.6,10.0,0.2,0.0
"Vino bianco, 11 vol%",Bevande alcoliche/Vino,per 100 ml,291,70,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,0.1,0.0,8.8,89.0,0,0,0,0,0,0.0,0.0,0.02,0.0,0.1,0.0,0.03,0.0,0.0,80.0,5.0,4.0,9.0,10.0,14.0,0.3,10.0,0.2,0.0
"Vino di Porto, 18.5 vol%",Bevande alcoliche/Vino,per 100 ml,636,152,0.0,0.0,0.0,0.0,0,12.0,12.0,0.0,0.0,0.2,0.0,14.8,72.3,0,0,0,0,0,0.0,0.01,0.01,0.1,0.05,1.0,0.03,0.0,0.0,75.0,9.0,10.0,7.0,9.0,12.0,0.4,10.0,0.3,0.0
"Vino rosso, 12 vol%",Bevande alcoliche/Vino,per 100 ml,287,69,0.0,0.0,0.0,0.0,0,0.3,0.3,0.0,0.0,0.2,0.0,9.6,89.6,0,0,0,0,0,0.0,0.02,0.02,0.0,0.1,0.0,0.1,0.0,0.0,120.0,5.0,10.0,8.0,15.0,14.0,0.9,10.0,0.1,0.0
"Vino rosso, 13.5 vol%",Bevande alcoliche/Vino,per 100 ml,314,76,0.0,0.0,0.0,0.0,0,0.2,0.2,0.0,0.0,0.0,0.0,10.7,89.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vino rosso, 9 vol%",Bevande alcoliche/Vino,per 100 ml,224,54,0.0,0.0,0.0,0.0,0,0.2,0.2,0.0,0.0,0.2,0.0,7.5,92.0,0,0,0,0,0,0.0,0.02,0.02,0.0,0.1,0.0,0.1,0.0,0.0,120.0,5.0,10.0,8.0,15.0,14.0,0.9,10.0,0.1,0.0
Vino spumante (p.es.Champagne),Bevande alcoliche/Vino,per 100 ml,293,71,0.0,0.0,0.0,0.0,0,1.5,1.5,0.0,0.0,0.2,0.0,9.1,89.0,0,0,0,0,0,0.0,0.0,0.02,0.0,0.1,0.0,0.03,0.0,0.0,48.0,4.0,7.0,10.0,6.0,7.0,0.8,10.0,0.0,0.0
Vitello tonnato con guarnizione,Carne e frattaglie/Vitello,per 100 g di parte edibile,720,173,10.9,2.5,3.3,3.8,104,0.7,0.6,0.0,0.2,17.9,0.6,0.0,70.3,36,30,25,64,64,0.04,0.2,0.22,1.84,4.69,14.8,0.83,3.2,0.8,200.0,240.0,280.0,27.0,20.0,150.0,1.3,12.0,2.6,0.0
Vitello tonnato senza guarnizione,Carne e frattaglie/Vitello,per 100 g di parte edibile,828,198,12.4,2.9,3.6,4.6,86,0.3,0.3,0.0,0.0,21.4,0.7,0.0,65.9,19,18,18,10,10,0.04,0.22,0.27,2.25,6.0,8.8,0.79,0.0,0.7,200.0,270.0,310.0,27.0,23.0,160.0,1.5,13.0,3.2,0.0
"Vitello, animella, cruda",Carne e frattaglie/Vitello,per 100 g di parte edibile,418,99,3.4,1.3,1.1,0.2,268,0.0,0.0,0.0,0.0,17.2,0.2,0.0,77.8,5,5,5,0,0,0.08,0.17,0.03,6.0,2.58,15.0,1.0,56.0,0.0,430.0,83.0,120.0,4.0,16.0,560.0,1.9,4.0,1.9,0.0
"Vitello, arrosto di spalla, cotto al forno (senza aggiunta di grassi e sale)",Carne e frattaglie/Vitello,per 100 g di parte edibile,684,163,5.4,1.6,1.5,0.6,121,0.0,0.0,0.0,0.0,28.6,0.3,0.0,66.1,6,5,5,5,5,0.08,0.38,0.31,1.9,7.38,14.8,1.71,0.0,0.0,330.0,120.0,100.0,30.0,30.0,270.0,2.0,0.1,5.9,0.0
"Vitello, bistecca,  cotto in padella (senza aggiunta di grassi o sale)",Carne e frattaglie/Vitello,per 100 g di parte edibile,606,144,3.9,1.3,1.3,0.4,106,0.0,0.0,0.0,0.0,27.3,0.3,0.0,68.9,4,4,4,4,4,0.04,0.3,0.34,1.14,9.82,16.1,1.5,0.0,0.0,260.0,100.0,93.0,21.0,29.0,240.0,1.8,0.1,3.4,0.0
"Vitello, bistecca, cruda",Carne e frattaglie/Vitello,per 100 g di parte edibile,476,113,2.4,1.1,1.2,0.4,65,0.0,0.0,0.0,0.0,22.8,0.1,0.0,73.4,6,5,5,5,5,0.08,0.19,0.51,1.6,0.0,7.0,1.5,0.0,5.0,360.0,44.0,67.0,4.7,21.0,200.0,0.5,3.5,2.3,0.0
"Vitello, costoletta, cruda",Carne e frattaglie/Vitello,per 100 g di parte edibile,674,161,8.7,3.6,3.7,0.8,62,0.0,0.0,0.0,0.0,20.7,0.1,0.0,69.8,6,5,5,5,5,0.08,0.19,0.62,1.6,0.0,7.0,1.5,0.0,5.0,340.0,51.0,67.0,5.3,19.0,180.0,0.6,0.1,2.9,0.0
"Vitello, fegato, crudo",Carne e frattaglie/Vitello,per 100 g di parte edibile,569,135,4.3,1.3,0.8,1.1,350,4.6,0.0,0.0,0.0,19.6,0.2,0.0,70.3,11457,11443,11430,160,0,0.24,2.54,0.9,60.0,14.44,240.0,7.9,23.0,0.3,300.0,68.0,90.0,9.0,19.0,330.0,7.4,4.3,4.0,0.0
"Vitello, filetto, crudo",Carne e frattaglie/Vitello,per 100 g di parte edibile,502,119,3.8,1.3,1.3,0.4,78,0.0,0.0,0.0,0.0,21.2,0.2,0.0,73.7,6,5,5,5,5,0.07,0.26,0.56,1.2,9.08,14.0,1.39,0.0,0.0,320.0,91.0,69.0,17.0,25.0,210.0,1.4,0.1,2.5,0.0
